SpEffect found in TAE: 2015,SpEffect found in Animation: 320122,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320122,SpEffect from Event Type: 67,SpEffect ID: 100001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320123,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320123,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320123,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320123,SpEffect from Event Type: 67,SpEffect ID: 100001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320130,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320130,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320130,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320130,SpEffect from Event Type: 67,SpEffect ID: 100001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320131,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320131,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320131,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320131,SpEffect from Event Type: 67,SpEffect ID: 100001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320132,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320132,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320132,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320132,SpEffect from Event Type: 67,SpEffect ID: 100001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320133,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320133,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320133,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320133,SpEffect from Event Type: 67,SpEffect ID: 100001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320200,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320200,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320200,SpEffect from Event Type: 67,SpEffect ID: 100002
SpEffect found in TAE: 2015,SpEffect found in Animation: 320200,SpEffect from Event Type: 67,SpEffect ID: 100300
SpEffect found in TAE: 2015,SpEffect found in Animation: 320210,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320210,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320210,SpEffect from Event Type: 67,SpEffect ID: 100002
SpEffect found in TAE: 2015,SpEffect found in Animation: 320210,SpEffect from Event Type: 67,SpEffect ID: 100300
SpEffect found in TAE: 2015,SpEffect found in Animation: 320220,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320220,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320220,SpEffect from Event Type: 67,SpEffect ID: 100002
SpEffect found in TAE: 2015,SpEffect found in Animation: 320220,SpEffect from Event Type: 67,SpEffect ID: 100300
SpEffect found in TAE: 2015,SpEffect found in Animation: 320230,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320230,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320230,SpEffect from Event Type: 67,SpEffect ID: 100002
SpEffect found in TAE: 2015,SpEffect found in Animation: 320230,SpEffect from Event Type: 67,SpEffect ID: 100300
SpEffect found in TAE: 2015,SpEffect found in Animation: 322100,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 322100,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 322100,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 322101,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 322101,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 322101,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 322102,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 322102,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 322102,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 322103,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 322103,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 322103,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 322200,SpEffect from Event Type: 67,SpEffect ID: 100007
SpEffect found in TAE: 2015,SpEffect found in Animation: 322200,SpEffect from Event Type: 67,SpEffect ID: 100170
SpEffect found in TAE: 2015,SpEffect found in Animation: 322200,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 322200,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390000,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390000,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390000,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390100,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390100,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390100,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390101,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390101,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390101,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390102,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390102,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390102,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390103,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390103,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390103,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390300,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390300,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390300,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390301,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390301,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390301,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390302,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390302,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390302,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390303,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390303,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 390303,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 390500,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 390500,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2020,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2020,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2022,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2022,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2022,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2022,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2022,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2022,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2022,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2022,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2022,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2022,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2022,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2022,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2022,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2022,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2022,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2022,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2022,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2022,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2022,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2022,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2022,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2022,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2022,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2022,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2022,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2022,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2022,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2022,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2022,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2022,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2022,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2022,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2022,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2022,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2022,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2022,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2022,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2022,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2022,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2022,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2022,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2022,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2023,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2023,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2023,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2023,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2023,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 1682
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 1680
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 134
SpEffect found in TAE: 2023,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2024,SpEffect found in Animation: 31900,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202002
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202017
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2024,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202002
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202017
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2024,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202002
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202017
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2024,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202002
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202017
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2024,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202002
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202017
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 134
